County,RegionType,StateName,Date,zhvi_single_family_homes_by_county,zhvi_condo_coop_homes_by_county,zhvi_5plus_homes_by_county,zhvi_4_homes_by_county,zhvi_3_homes_by_county,zhvi_2_homes_by_county,zhvi_1_homes_by_county,Year
MONTGOMERY COUNTY,County,TX,2004-02-29,168017.0,107310.0,354465.0,209562.0,137813.0,102140.0,71027.0,2004
GALVESTON COUNTY,County,TX,2004-02-29,139027.0,123293.0,271426.0,183870.0,127579.0,102956.0,82422.0,2004
TRINITY COUNTY,County,TX,2004-02-29,,,,,,,,2004
HARRIS COUNTY,County,TX,2004-03-31,129699.0,95677.0,255677.0,162286.0,113419.0,86811.0,85291.0,2004
FORT BEND COUNTY,County,TX,2004-03-31,186449.0,127981.0,313383.0,212486.0,132278.0,116259.0,110257.0,2004
MONTGOMERY COUNTY,County,TX,2004-03-31,169234.0,108236.0,355658.0,210723.0,138980.0,103024.0,71346.0,2004
GALVESTON COUNTY,County,TX,2004-03-31,140085.0,124547.0,273639.0,185381.0,128461.0,103531.0,83458.0,2004
TRINITY COUNTY,County,TX,2004-03-31,,,,,,,,2004
TRINITY COUNTY,County,TX,2004-04-30,,,,,,,,2004
GALVESTON COUNTY,County,TX,2004-04-30,141144.0,126106.0,275741.0,186815.0,129398.0,104255.0,84536.0,2004
MONTGOMERY COUNTY,County,TX,2004-04-30,170347.0,109179.0,357005.0,212099.0,139931.0,103805.0,71990.0,2004
FORT BEND COUNTY,County,TX,2004-04-30,187392.0,128672.0,315317.0,213419.0,133122.0,117086.0,110381.0,2004
HARRIS COUNTY,County,TX,2004-04-30,130919.0,96464.0,258082.0,163684.0,114548.0,87556.0,85723.0,2004
HARRIS COUNTY,County,TX,2004-05-31,132143.0,97540.0,260450.0,165101.0,115645.0,88534.0,87209.0,2004
FORT BEND COUNTY,County,TX,2004-05-31,188238.0,129441.0,316664.0,214281.0,133786.0,118165.0,111289.0,2004
MONTGOMERY COUNTY,County,TX,2004-05-31,171520.0,110234.0,358914.0,213618.0,140968.0,104567.0,72859.0,2004
GALVESTON COUNTY,County,TX,2004-05-31,142159.0,127136.0,278632.0,188477.0,130271.0,104805.0,85201.0,2004
TRINITY COUNTY,County,TX,2004-05-31,,,,,,,,2004
GALVESTON COUNTY,County,TX,2004-06-30,143157.0,127365.0,281071.0,189967.0,131237.0,105417.0,85616.0,2004
MONTGOMERY COUNTY,County,TX,2004-06-30,172613.0,111072.0,360553.0,215168.0,141858.0,105201.0,73529.0,2004
TRINITY COUNTY,County,TX,2004-06-30,,,,,,,,2004
HARRIS COUNTY,County,TX,2004-06-30,132482.0,97366.0,261121.0,165440.0,115954.0,88680.0,86828.0,2004
FORT BEND COUNTY,County,TX,2004-06-30,189415.0,130311.0,318402.0,215503.0,134707.0,118654.0,110374.0,2004
HARRIS COUNTY,County,TX,2004-07-31,133464.0,97797.0,262942.0,166547.0,116837.0,89340.0,87214.0,2004
FORT BEND COUNTY,County,TX,2004-07-31,190492.0,130675.0,320147.0,216631.0,135453.0,119758.0,112153.0,2004
MONTGOMERY COUNTY,County,TX,2004-07-31,173706.0,111801.0,361886.0,216388.0,142743.0,105799.0,73958.0,2004
GALVESTON COUNTY,County,TX,2004-07-31,144098.0,127376.0,283452.0,191421.0,131974.0,106067.0,85997.0,2004
TRINITY COUNTY,County,TX,2004-07-31,,,,,,,,2004
HARRIS COUNTY,County,TX,2004-08-31,134025.0,97607.0,263918.0,167045.0,117381.0,89707.0,86792.0,2004
FORT BEND COUNTY,County,TX,2004-08-31,191722.0,131366.0,322611.0,217994.0,136307.0,120354.0,111700.0,2004
MONTGOMERY COUNTY,County,TX,2004-08-31,174688.0,112282.0,362773.0,217171.0,143608.0,106455.0,74340.0,2004
GALVESTON COUNTY,County,TX,2004-08-31,145035.0,128467.0,284855.0,192558.0,132735.0,107038.0,86979.0,2004
TRINITY COUNTY,County,TX,2004-08-31,,,,,,,,2004
TRINITY COUNTY,County,TX,2004-09-30,,,,,,,,2004
GALVESTON COUNTY,County,TX,2004-09-30,146116.0,130035.0,286579.0,194005.0,133580.0,108144.0,88017.0,2004
HARRIS COUNTY,County,TX,2004-09-30,134968.0,97772.0,265599.0,167986.0,118277.0,90349.0,86775.0,2004
FORT BEND COUNTY,County,TX,2004-09-30,192805.0,131729.0,324809.0,219280.0,137056.0,120083.0,110354.0,2004
MONTGOMERY COUNTY,County,TX,2004-09-30,175823.0,113094.0,363521.0,218064.0,144475.0,107365.0,75225.0,2004
HARRIS COUNTY,County,TX,2004-10-31,135677.0,98460.0,266811.0,168612.0,118938.0,91124.0,87978.0,2004
FORT BEND COUNTY,County,TX,2004-10-31,194037.0,132019.0,326910.0,220626.0,137964.0,120166.0,110834.0,2004
MONTGOMERY COUNTY,County,TX,2004-10-31,177013.0,113877.0,364432.0,219092.0,145451.0,108299.0,76034.0,2004
GALVESTON COUNTY,County,TX,2004-10-31,147324.0,131412.0,289195.0,195968.0,134669.0,109102.0,89050.0,2004
TRINITY COUNTY,County,TX,2004-10-31,,,,,,,,2004
GALVESTON COUNTY,County,TX,2004-11-30,148314.0,131995.0,291054.0,197346.0,135574.0,109889.0,89855.0,2004
MONTGOMERY COUNTY,County,TX,2004-11-30,178063.0,114600.0,365239.0,220287.0,146274.0,109153.0,76714.0,2004
TRINITY COUNTY,County,TX,2004-11-30,,,,,,,,2004
HARRIS COUNTY,County,TX,2004-11-30,136366.0,98499.0,268145.0,169360.0,119572.0,91557.0,87885.0,2004
FORT BEND COUNTY,County,TX,2004-11-30,195221.0,132380.0,328715.0,221912.0,138913.0,120605.0,112737.0,2004
HARRIS COUNTY,County,TX,2004-12-31,137192.0,98577.0,269839.0,170263.0,120315.0,92138.0,88001.0,2004
FORT BEND COUNTY,County,TX,2004-12-31,196108.0,132947.0,330274.0,222710.0,139615.0,121593.0,114500.0,2004
MONTGOMERY COUNTY,County,TX,2004-12-31,178983.0,114950.0,366000.0,221196.0,147038.0,109736.0,77114.0,2004
GALVESTON COUNTY,County,TX,2004-12-31,149286.0,131990.0,292130.0,198518.0,136480.0,110655.0,90333.0,2004
TRINITY COUNTY,County,TX,2004-12-31,,,,,,,,2004
HARRIS COUNTY,County,TX,2005-01-31,137930.0,98405.0,271602.0,171080.0,120985.0,92573.0,87516.0,2005
FORT BEND COUNTY,County,TX,2005-01-31,196756.0,133695.0,331844.0,223460.0,140025.0,121802.0,114553.0,2005
MONTGOMERY COUNTY,County,TX,2005-01-31,179550.0,115186.0,366860.0,221960.0,147502.0,110037.0,77183.0,2005
GALVESTON COUNTY,County,TX,2005-01-31,149814.0,132118.0,292434.0,199137.0,136931.0,111228.0,90691.0,2005
TRINITY COUNTY,County,TX,2005-01-31,,,,,,,,2005
TRINITY COUNTY,County,TX,2005-02-28,,,,,,,,2005
GALVESTON COUNTY,County,TX,2005-02-28,150326.0,132439.0,293634.0,199894.0,137409.0,111652.0,91030.0,2005
HARRIS COUNTY,County,TX,2005-02-28,138611.0,99025.0,273113.0,171776.0,121587.0,93348.0,88593.0,2005
FORT BEND COUNTY,County,TX,2005-02-28,197303.0,135994.0,333160.0,224140.0,140283.0,122322.0,114657.0,2005
MONTGOMERY COUNTY,County,TX,2005-02-28,179900.0,115331.0,367677.0,222233.0,147764.0,110268.0,77154.0,2005
HARRIS COUNTY,County,TX,2005-03-31,138806.0,99099.0,273522.0,171905.0,121746.0,93687.0,88822.0,2005
FORT BEND COUNTY,County,TX,2005-03-31,197875.0,138353.0,334277.0,224911.0,140562.0,122528.0,114639.0,2005
MONTGOMERY COUNTY,County,TX,2005-03-31,180207.0,115440.0,368612.0,222707.0,147855.0,110507.0,77162.0,2005
GALVESTON COUNTY,County,TX,2005-03-31,150967.0,132948.0,295341.0,200935.0,138046.0,112177.0,91622.0,2005
TRINITY COUNTY,County,TX,2005-03-31,,,,,,,,2005
TRINITY COUNTY,County,TX,2005-04-30,,,,,,,,2005
GALVESTON COUNTY,County,TX,2005-04-30,151688.0,133092.0,297505.0,201899.0,138786.0,112738.0,92400.0,2005
MONTGOMERY COUNTY,County,TX,2005-04-30,180591.0,115460.0,369765.0,222960.0,148044.0,110797.0,77087.0,2005
HARRIS COUNTY,County,TX,2005-04-30,138995.0,99196.0,273801.0,172027.0,121891.0,94035.0,89097.0,2005
FORT BEND COUNTY,County,TX,2005-04-30,198313.0,139926.0,335305.0,225449.0,140744.0,122449.0,114294.0,2005
HARRIS COUNTY,County,TX,2005-05-31,138772.0,98829.0,273256.0,171690.0,121691.0,93916.0,88415.0,2005
FORT BEND COUNTY,County,TX,2005-05-31,198703.0,140207.0,336610.0,225850.0,140954.0,121872.0,112851.0,2005
MONTGOMERY COUNTY,County,TX,2005-05-31,181125.0,115762.0,371449.0,223693.0,148266.0,111270.0,77017.0,2005
GALVESTON COUNTY,County,TX,2005-05-31,152480.0,134215.0,298408.0,202864.0,139532.0,113623.0,93944.0,2005
TRINITY COUNTY,County,TX,2005-05-31,,,,,,,,2005
GALVESTON COUNTY,County,TX,2005-06-30,152980.0,135598.0,299986.0,203479.0,139955.0,114224.0,95327.0,2005
TRINITY COUNTY,County,TX,2005-06-30,,,,,,,,2005
MONTGOMERY COUNTY,County,TX,2005-06-30,181655.0,115995.0,373957.0,224407.0,148524.0,111787.0,77243.0,2005
FORT BEND COUNTY,County,TX,2005-06-30,198914.0,140460.0,337797.0,226102.0,141140.0,121520.0,111852.0,2005
HARRIS COUNTY,County,TX,2005-06-30,139006.0,98757.0,273872.0,171918.0,121904.0,94092.0,87980.0,2005
HARRIS COUNTY,County,TX,2005-07-31,138899.0,98682.0,274169.0,171792.0,121800.0,94055.0,87639.0,2005
FORT BEND COUNTY,County,TX,2005-07-31,199263.0,141429.0,339216.0,226453.0,141469.0,121613.0,111065.0,2005
MONTGOMERY COUNTY,County,TX,2005-07-31,182085.0,116515.0,376134.0,225120.0,148730.0,112352.0,77662.0,2005
GALVESTON COUNTY,County,TX,2005-07-31,153409.0,137119.0,301530.0,204120.0,140301.0,114902.0,96720.0,2005
TRINITY COUNTY,County,TX,2005-07-31,,,,,,,,2005
HARRIS COUNTY,County,TX,2005-08-31,138891.0,98942.0,274770.0,171794.0,121755.0,94188.0,87878.0,2005
FORT BEND COUNTY,County,TX,2005-08-31,199145.0,141836.0,339759.0,226307.0,141406.0,122177.0,112685.0,2005
MONTGOMERY COUNTY,County,TX,2005-08-31,182551.0,116934.0,378216.0,225806.0,148958.0,112786.0,78113.0,2005
GALVESTON COUNTY,County,TX,2005-08-31,154053.0,137043.0,304645.0,205084.0,140868.0,115481.0,97287.0,2005
TRINITY COUNTY,County,TX,2005-08-31,,,,,,,,2005
TRINITY COUNTY,County,TX,2005-09-30,,,,,,,,2005
GALVESTON COUNTY,County,TX,2005-09-30,154985.0,137281.0,307412.0,206309.0,141680.0,116282.0,98367.0,2005
HARRIS COUNTY,County,TX,2005-09-30,138640.0,99112.0,274910.0,171563.0,121491.0,94129.0,88093.0,2005
FORT BEND COUNTY,County,TX,2005-09-30,199061.0,142235.0,340481.0,226296.0,141298.0,122381.0,113565.0,2005
MONTGOMERY COUNTY,County,TX,2005-09-30,182755.0,117380.0,379475.0,226061.0,149120.0,113075.0,78029.0,2005
HARRIS COUNTY,County,TX,2005-10-31,138403.0,98934.0,274781.0,171342.0,121255.0,93956.0,87795.0,2005
FORT BEND COUNTY,County,TX,2005-10-31,198949.0,142590.0,341071.0,226287.0,141169.0,122628.0,114395.0,2005
MONTGOMERY COUNTY,County,TX,2005-10-31,182949.0,117482.0,380356.0,226281.0,149151.0,113513.0,78104.0,2005
GALVESTON COUNTY,County,TX,2005-10-31,155852.0,137757.0,309546.0,207167.0,142351.0,117146.0,99848.0,2005
TRINITY COUNTY,County,TX,2005-10-31,,,,,,,,2005
TRINITY COUNTY,County,TX,2005-11-30,,,,,,,,2005
GALVESTON COUNTY,County,TX,2005-11-30,156204.0,139024.0,310929.0,207510.0,142580.0,117701.0,101115.0,2005
MONTGOMERY COUNTY,County,TX,2005-11-30,183019.0,117363.0,380912.0,226177.0,149140.0,113758.0,78124.0,2005
FORT BEND COUNTY,County,TX,2005-11-30,199061.0,142948.0,342049.0,226489.0,141249.0,122510.0,114121.0,2005
HARRIS COUNTY,County,TX,2005-11-30,138535.0,99018.0,275311.0,171519.0,121376.0,94056.0,87801.0,2005
HARRIS COUNTY,County,TX,2005-12-31,138460.0,99525.0,275295.0,171391.0,121312.0,94161.0,88527.0,2005
FORT BEND COUNTY,County,TX,2005-12-31,199092.0,143290.0,342877.0,226625.0,141280.0,122209.0,113951.0,2005
MONTGOMERY COUNTY,County,TX,2005-12-31,183262.0,117448.0,381707.0,226473.0,149256.0,114200.0,78623.0,2005
GALVESTON COUNTY,County,TX,2005-12-31,156391.0,140459.0,312940.0,208044.0,142660.0,118266.0,102355.0,2005
TRINITY COUNTY,County,TX,2005-12-31,,,,,,,,2005
GALVESTON COUNTY,County,TX,2006-01-31,156806.0,141852.0,314909.0,208610.0,143026.0,118887.0,103357.0,2006
MONTGOMERY COUNTY,County,TX,2006-01-31,183646.0,117694.0,383000.0,226844.0,149472.0,114532.0,79285.0,2006
TRINITY COUNTY,County,TX,2006-01-31,,,,,,,,2006
HARRIS COUNTY,County,TX,2006-01-31,138711.0,100129.0,275853.0,171667.0,121518.0,94478.0,89291.0,2006
FORT BEND COUNTY,County,TX,2006-01-31,199159.0,143478.0,343450.0,226760.0,141352.0,122283.0,113927.0,2006
HARRIS COUNTY,County,TX,2006-02-28,138734.0,100307.0,275895.0,171690.0,121509.0,94511.0,89429.0,2006
FORT BEND COUNTY,County,TX,2006-02-28,199326.0,143143.0,344214.0,227066.0,141523.0,121882.0,113224.0,2006
MONTGOMERY COUNTY,County,TX,2006-02-28,184087.0,118135.0,384571.0,227617.0,149726.0,114938.0,79966.0,2006
GALVESTON COUNTY,County,TX,2006-02-28,157614.0,143203.0,316942.0,209599.0,143720.0,119856.0,104500.0,2006
TRINITY COUNTY,County,TX,2006-02-28,,,,,,,,2006
HARRIS COUNTY,County,TX,2006-03-31,139031.0,99934.0,276555.0,172094.0,121755.0,94476.0,88547.0,2006
FORT BEND COUNTY,County,TX,2006-03-31,199712.0,142696.0,345345.0,227505.0,141828.0,121494.0,111046.0,2006
MONTGOMERY COUNTY,County,TX,2006-03-31,184489.0,118506.0,385890.0,228212.0,149960.0,115278.0,80646.0,2006
GALVESTON COUNTY,County,TX,2006-03-31,158187.0,144214.0,318410.0,209894.0,144134.0,120682.0,105251.0,2006
TRINITY COUNTY,County,TX,2006-03-31,,,,,,,,2006
TRINITY COUNTY,County,TX,2006-04-30,,,,,,,,2006
GALVESTON COUNTY,County,TX,2006-04-30,158931.0,145710.0,320353.0,210758.0,144631.0,121737.0,106120.0,2006
HARRIS COUNTY,County,TX,2006-04-30,139180.0,99644.0,276959.0,172279.0,121885.0,94392.0,87987.0,2006
FORT BEND COUNTY,County,TX,2006-04-30,200235.0,142546.0,346750.0,228165.0,142246.0,121458.0,110043.0,2006
MONTGOMERY COUNTY,County,TX,2006-04-30,184869.0,118973.0,386418.0,228846.0,150258.0,115622.0,81056.0,2006
HARRIS COUNTY,County,TX,2006-05-31,139677.0,99909.0,278105.0,172856.0,122327.0,94688.0,88154.0,2006
FORT BEND COUNTY,County,TX,2006-05-31,200786.0,143241.0,348083.0,228856.0,142661.0,122195.0,110366.0,2006
MONTGOMERY COUNTY,County,TX,2006-05-31,185119.0,119059.0,386545.0,228981.0,150537.0,115713.0,81418.0,2006
GALVESTON COUNTY,County,TX,2006-05-31,159819.0,147391.0,323056.0,211682.0,145255.0,122854.0,107001.0,2006
TRINITY COUNTY,County,TX,2006-05-31,,,,,,,,2006
TRINITY COUNTY,County,TX,2006-06-30,,,,,,,,2006
GALVESTON COUNTY,County,TX,2006-06-30,160858.0,148961.0,324442.0,212661.0,146067.0,124201.0,108213.0,2006
MONTGOMERY COUNTY,County,TX,2006-06-30,185374.0,119214.0,386388.0,229070.0,150836.0,115697.0,81474.0,2006
FORT BEND COUNTY,County,TX,2006-06-30,201179.0,143959.0,349305.0,229392.0,142889.0,123218.0,112219.0,2006
HARRIS COUNTY,County,TX,2006-06-30,140062.0,100241.0,278898.0,173311.0,122674.0,95080.0,88651.0,2006
HARRIS COUNTY,County,TX,2006-07-31,140573.0,100718.0,279842.0,173871.0,123135.0,95623.0,89212.0,2006
FORT BEND COUNTY,County,TX,2006-07-31,201557.0,144463.0,350449.0,229936.0,143095.0,123358.0,112580.0,2006
MONTGOMERY COUNTY,County,TX,2006-07-31,185821.0,118892.0,387341.0,229603.0,151174.0,115611.0,81376.0,2006
GALVESTON COUNTY,County,TX,2006-07-31,161741.0,149732.0,325713.0,213287.0,146830.0,125165.0,109160.0,2006
TRINITY COUNTY,County,TX,2006-07-31,,,,,,,,2006
GALVESTON COUNTY,County,TX,2006-08-31,162180.0,150832.0,325546.0,213303.0,147222.0,126081.0,110269.0,2006
MONTGOMERY COUNTY,County,TX,2006-08-31,186619.0,119142.0,388726.0,230912.0,151744.0,115991.0,81468.0,2006
TRINITY COUNTY,County,TX,2006-08-31,,,,,,,,2006
HARRIS COUNTY,County,TX,2006-08-31,141037.0,100471.0,280807.0,174422.0,123556.0,95865.0,88669.0,2006
FORT BEND COUNTY,County,TX,2006-08-31,202396.0,145304.0,352253.0,231004.0,143629.0,123511.0,112459.0,2006
HARRIS COUNTY,County,TX,2006-09-30,141663.0,100761.0,282108.0,175107.0,124106.0,96232.0,88660.0,2006
FORT BEND COUNTY,County,TX,2006-09-30,203281.0,146125.0,353985.0,232095.0,144286.0,123925.0,113783.0,2006
MONTGOMERY COUNTY,County,TX,2006-09-30,187528.0,119197.0,390330.0,232534.0,152243.0,116374.0,81724.0,2006
GALVESTON COUNTY,County,TX,2006-09-30,162282.0,151498.0,325741.0,213149.0,147325.0,126576.0,111001.0,2006
TRINITY COUNTY,County,TX,2006-09-30,,,,,,,,2006
GALVESTON COUNTY,County,TX,2006-10-31,162279.0,152156.0,325375.0,212832.0,147404.0,126980.0,111361.0,2006
MONTGOMERY COUNTY,County,TX,2006-10-31,188358.0,119788.0,391848.0,233973.0,152780.0,116733.0,82010.0,2006
TRINITY COUNTY,County,TX,2006-10-31,,,,,,,,2006
HARRIS COUNTY,County,TX,2006-10-31,142398.0,100649.0,283740.0,175992.0,124756.0,96444.0,87774.0,2006
FORT BEND COUNTY,County,TX,2006-10-31,203816.0,146816.0,355524.0,232744.0,144719.0,124444.0,114463.0,2006
HARRIS COUNTY,County,TX,2006-11-30,142876.0,101079.0,284615.0,176547.0,125152.0,96698.0,88107.0,2006
FORT BEND COUNTY,County,TX,2006-11-30,203942.0,147166.0,356437.0,232875.0,144852.0,124784.0,115297.0,2006
MONTGOMERY COUNTY,County,TX,2006-11-30,189357.0,120562.0,394063.0,235504.0,153424.0,117234.0,82328.0,2006
GALVESTON COUNTY,County,TX,2006-11-30,163209.0,153061.0,326644.0,213980.0,148252.0,127815.0,112538.0,2006
TRINITY COUNTY,County,TX,2006-11-30,,,,,,,,2006
HARRIS COUNTY,County,TX,2006-12-31,143400.0,100799.0,285555.0,177199.0,125601.0,96807.0,87460.0,2006
FORT BEND COUNTY,County,TX,2006-12-31,204543.0,147820.0,357882.0,233443.0,145336.0,125792.0,115757.0,2006
MONTGOMERY COUNTY,County,TX,2006-12-31,190249.0,121364.0,396136.0,236676.0,153973.0,117661.0,82352.0,2006
GALVESTON COUNTY,County,TX,2006-12-31,164064.0,153775.0,327477.0,214639.0,149046.0,128685.0,113482.0,2006
TRINITY COUNTY,County,TX,2006-12-31,,,,,,,,2006
TRINITY COUNTY,County,TX,2007-01-31,,,,,,,,2007
GALVESTON COUNTY,County,TX,2007-01-31,165256.0,154966.0,329176.0,215762.0,150084.0,129966.0,114641.0,2007
FORT BEND COUNTY,County,TX,2007-01-31,205531.0,148477.0,359593.0,234466.0,146068.0,126700.0,116446.0,2007
MONTGOMERY COUNTY,County,TX,2007-01-31,190896.0,121942.0,397092.0,237379.0,154440.0,118262.0,82247.0,2007
HARRIS COUNTY,County,TX,2007-01-31,143730.0,100923.0,285854.0,177555.0,125882.0,97074.0,87655.0,2007
HARRIS COUNTY,County,TX,2007-02-28,143859.0,100314.0,285975.0,177684.0,126020.0,97009.0,86460.0,2007
FORT BEND COUNTY,County,TX,2007-02-28,206268.0,148718.0,360673.0,235149.0,146613.0,128351.0,118946.0,2007
MONTGOMERY COUNTY,County,TX,2007-02-28,191086.0,122092.0,396535.0,237312.0,154595.0,118461.0,82051.0,2007
GALVESTON COUNTY,County,TX,2007-02-28,165405.0,155234.0,329249.0,215472.0,150191.0,130373.0,114656.0,2007
TRINITY COUNTY,County,TX,2007-02-28,,,,,,,,2007
TRINITY COUNTY,County,TX,2007-03-31,,,,,,,,2007
GALVESTON COUNTY,County,TX,2007-03-31,166013.0,156103.0,329681.0,215912.0,150763.0,131047.0,114989.0,2007
MONTGOMERY COUNTY,County,TX,2007-03-31,191218.0,122532.0,396276.0,237330.0,154837.0,118803.0,81891.0,2007
FORT BEND COUNTY,County,TX,2007-03-31,206665.0,148827.0,361055.0,235509.0,146968.0,129846.0,122188.0,2007
HARRIS COUNTY,County,TX,2007-03-31,143720.0,100250.0,285453.0,177394.0,125937.0,96956.0,86033.0,2007
HARRIS COUNTY,County,TX,2007-04-30,143838.0,100422.0,285431.0,177409.0,126086.0,97083.0,85758.0,2007
FORT BEND COUNTY,County,TX,2007-04-30,206807.0,148868.0,361040.0,235550.0,147182.0,130192.0,123750.0,2007
MONTGOMERY COUNTY,County,TX,2007-04-30,191607.0,122932.0,397187.0,237728.0,155158.0,119113.0,82030.0,2007
GALVESTON COUNTY,County,TX,2007-04-30,166006.0,156163.0,328576.0,215569.0,150831.0,130918.0,114792.0,2007
TRINITY COUNTY,County,TX,2007-04-30,,,,,,,,2007
GALVESTON COUNTY,County,TX,2007-05-31,165984.0,156195.0,327407.0,215116.0,151014.0,130839.0,114691.0,2007
MONTGOMERY COUNTY,County,TX,2007-05-31,192183.0,123620.0,398459.0,238509.0,155654.0,119609.0,82222.0,2007
TRINITY COUNTY,County,TX,2007-05-31,,,,,,,,2007
HARRIS COUNTY,County,TX,2007-05-31,144185.0,100496.0,285559.0,177706.0,126449.0,97239.0,85503.0,2007
FORT BEND COUNTY,County,TX,2007-05-31,207111.0,148970.0,361344.0,235813.0,147547.0,129278.0,122563.0,2007
HARRIS COUNTY,County,TX,2007-06-30,144732.0,100222.0,286155.0,178321.0,126992.0,97246.0,84597.0,2007
FORT BEND COUNTY,County,TX,2007-06-30,207406.0,148866.0,361342.0,236025.0,147883.0,128535.0,121085.0,2007
MONTGOMERY COUNTY,County,TX,2007-06-30,192995.0,124185.0,399216.0,239452.0,156307.0,120111.0,82530.0,2007
GALVESTON COUNTY,County,TX,2007-06-30,165974.0,155978.0,327020.0,214838.0,151148.0,130523.0,114561.0,2007
TRINITY COUNTY,County,TX,2007-06-30,,,,,,,,2007
GALVESTON COUNTY,County,TX,2007-07-31,166310.0,156242.0,327083.0,214925.0,151560.0,130779.0,114904.0,2007
MONTGOMERY COUNTY,County,TX,2007-07-31,193734.0,125185.0,399259.0,240102.0,156969.0,120691.0,82976.0,2007
TRINITY COUNTY,County,TX,2007-07-31,,,,,,,,2007
HARRIS COUNTY,County,TX,2007-07-31,144893.0,99498.0,285910.0,178513.0,127182.0,96939.0,83313.0,2007
FORT BEND COUNTY,County,TX,2007-07-31,207716.0,148691.0,361106.0,236252.0,148219.0,128743.0,120871.0,2007
HARRIS COUNTY,County,TX,2007-08-31,145303.0,99281.0,286232.0,178996.0,127593.0,96895.0,82501.0,2007
FORT BEND COUNTY,County,TX,2007-08-31,208210.0,148802.0,361311.0,236704.0,148666.0,129312.0,121357.0,2007
MONTGOMERY COUNTY,County,TX,2007-08-31,194704.0,125736.0,400794.0,241008.0,157780.0,121452.0,83347.0,2007
GALVESTON COUNTY,County,TX,2007-08-31,167035.0,156149.0,328484.0,215762.0,152169.0,130762.0,114903.0,2007
TRINITY COUNTY,County,TX,2007-08-31,,,,,,,,2007
HARRIS COUNTY,County,TX,2007-09-30,145646.0,99382.0,286358.0,179386.0,127914.0,97120.0,82460.0,2007
FORT BEND COUNTY,County,TX,2007-09-30,208800.0,149162.0,362081.0,237273.0,149124.0,129497.0,121012.0,2007
MONTGOMERY COUNTY,County,TX,2007-09-30,195370.0,126341.0,402880.0,241554.0,158438.0,122158.0,83687.0,2007
GALVESTON COUNTY,County,TX,2007-09-30,167726.0,156163.0,330041.0,216494.0,152797.0,130906.0,114791.0,2007
TRINITY COUNTY,County,TX,2007-09-30,,,,,,,,2007
TRINITY COUNTY,County,TX,2007-10-31,,,,,,,,2007
GALVESTON COUNTY,County,TX,2007-10-31,168159.0,155841.0,331461.0,217241.0,153168.0,130561.0,114118.0,2007
FORT BEND COUNTY,County,TX,2007-10-31,209794.0,149669.0,364154.0,238386.0,149757.0,129233.0,120299.0,2007
HARRIS COUNTY,County,TX,2007-10-31,145989.0,99466.0,286923.0,179842.0,128225.0,97178.0,82429.0,2007
MONTGOMERY COUNTY,County,TX,2007-10-31,195753.0,126368.0,404638.0,241948.0,158909.0,122477.0,83546.0,2007
HARRIS COUNTY,County,TX,2007-11-30,146237.0,99642.0,287373.0,180171.0,128430.0,97338.0,82602.0,2007
FORT BEND COUNTY,County,TX,2007-11-30,210714.0,150101.0,365973.0,239463.0,150293.0,129147.0,119690.0,2007
MONTGOMERY COUNTY,County,TX,2007-11-30,196089.0,126758.0,405969.0,242190.0,159345.0,122705.0,83591.0,2007
GALVESTON COUNTY,County,TX,2007-11-30,168114.0,154659.0,332334.0,216996.0,153254.0,130259.0,112569.0,2007
TRINITY COUNTY,County,TX,2007-11-30,,,,,,,,2007
MONTGOMERY COUNTY,County,TX,2007-12-31,196375.0,126907.0,406869.0,242618.0,159787.0,122870.0,83723.0,2007
TRINITY COUNTY,County,TX,2007-12-31,,,,,,,,2007
GALVESTON COUNTY,County,TX,2007-12-31,168281.0,153977.0,332910.0,217171.0,153493.0,129930.0,111433.0,2007
FORT BEND COUNTY,County,TX,2007-12-31,211379.0,150075.0,367240.0,240376.0,150571.0,128743.0,119274.0,2007
HARRIS COUNTY,County,TX,2007-12-31,146480.0,99285.0,288103.0,180590.0,128633.0,97188.0,81452.0,2007
HARRIS COUNTY,County,TX,2008-01-31,146231.0,98649.0,287616.0,180357.0,128410.0,96772.0,79988.0,2008
FORT BEND COUNTY,County,TX,2008-01-31,211060.0,149803.0,366627.0,240156.0,150266.0,127956.0,120572.0,2008
MONTGOMERY COUNTY,County,TX,2008-01-31,196725.0,127295.0,408175.0,243178.0,160132.0,122953.0,84122.0,2008
GALVESTON COUNTY,County,TX,2008-01-31,168100.0,152284.0,332507.0,216806.0,153379.0,129516.0,110570.0,2008
TRINITY COUNTY,County,TX,2008-01-31,78701.0,,201908.0,120292.0,85768.0,58044.0,43478.0,2008
TRINITY COUNTY,County,TX,2008-02-29,79002.0,,202923.0,120363.0,86382.0,58361.0,43228.0,2008
GALVESTON COUNTY,County,TX,2008-02-29,168146.0,151575.0,330802.0,216769.0,153361.0,129698.0,111055.0,2008
MONTGOMERY COUNTY,County,TX,2008-02-29,197350.0,127763.0,410441.0,244156.0,160667.0,123130.0,84518.0,2008
FORT BEND COUNTY,County,TX,2008-02-29,210371.0,149158.0,365616.0,239461.0,149744.0,126484.0,120214.0,2008
HARRIS COUNTY,County,TX,2008-02-29,145677.0,98025.0,286604.0,179784.0,127905.0,96178.0,78772.0,2008
HARRIS COUNTY,County,TX,2008-03-31,145057.0,97644.0,285491.0,179126.0,127325.0,95730.0,78408.0,2008
FORT BEND COUNTY,County,TX,2008-03-31,209134.0,148212.0,364214.0,238256.0,148822.0,124663.0,119248.0,2008
