County,RegionType,StateName,Date,zhvi_single_family_homes_by_county,zhvi_condo_coop_homes_by_county,zhvi_5plus_homes_by_county,zhvi_4_homes_by_county,zhvi_3_homes_by_county,zhvi_2_homes_by_county,zhvi_1_homes_by_county,Year
MONTGOMERY COUNTY,County,TX,2015-09-30,243136.0,154354.0,511532.0,305559.0,196554.0,139124.0,92032.0,2015
TRINITY COUNTY,County,TX,2015-09-30,91546.0,59794.0,194562.0,142309.0,100864.0,60297.0,49183.0,2015
HARRIS COUNTY,County,TX,2015-09-30,173316.0,116678.0,351920.0,219855.0,148963.0,106485.0,93197.0,2015
FORT BEND COUNTY,County,TX,2015-09-30,255414.0,179266.0,440673.0,295772.0,177358.0,146486.0,134951.0,2015
TRINITY COUNTY,County,TX,2015-10-31,91619.0,59866.0,194883.0,142658.0,101267.0,60334.0,49014.0,2015
GALVESTON COUNTY,County,TX,2015-10-31,189437.0,140638.0,377065.0,254290.0,172505.0,137843.0,94892.0,2015
HARRIS COUNTY,County,TX,2015-10-31,174193.0,117461.0,352401.0,220730.0,149813.0,107103.0,94137.0,2015
FORT BEND COUNTY,County,TX,2015-10-31,256314.0,180178.0,441288.0,296446.0,178302.0,147373.0,136846.0,2015
MONTGOMERY COUNTY,County,TX,2015-10-31,243478.0,155101.0,512715.0,305916.0,196770.0,139148.0,92371.0,2015
HARRIS COUNTY,County,TX,2015-11-30,174714.0,117756.0,352302.0,221205.0,150356.0,107157.0,94410.0,2015
FORT BEND COUNTY,County,TX,2015-11-30,256840.0,180588.0,441562.0,296715.0,178924.0,147886.0,137299.0,2015
MONTGOMERY COUNTY,County,TX,2015-11-30,244182.0,155780.0,513450.0,306544.0,197396.0,139885.0,93159.0,2015
GALVESTON COUNTY,County,TX,2015-11-30,191381.0,142289.0,380480.0,256434.0,174285.0,139302.0,95839.0,2015
TRINITY COUNTY,County,TX,2015-11-30,91607.0,59842.0,194047.0,142440.0,101334.0,60389.0,48861.0,2015
TRINITY COUNTY,County,TX,2015-12-31,91827.0,60063.0,194129.0,142227.0,101528.0,60623.0,48902.0,2015
GALVESTON COUNTY,County,TX,2015-12-31,192990.0,143616.0,382869.0,258240.0,175807.0,140487.0,96382.0,2015
FORT BEND COUNTY,County,TX,2015-12-31,257546.0,180963.0,442002.0,297264.0,179703.0,148201.0,137373.0,2015
HARRIS COUNTY,County,TX,2015-12-31,175182.0,118042.0,352276.0,221591.0,150867.0,107367.0,94485.0,2015
MONTGOMERY COUNTY,County,TX,2015-12-31,244659.0,156477.0,513311.0,306823.0,197962.0,140537.0,93882.0,2015
TRINITY COUNTY,County,TX,2016-01-31,92128.0,60312.0,195880.0,143048.0,101788.0,60818.0,49101.0,2016
HARRIS COUNTY,County,TX,2016-01-31,176126.0,118560.0,353133.0,222513.0,151787.0,107993.0,94844.0,2016
FORT BEND COUNTY,County,TX,2016-01-31,257392.0,181052.0,440897.0,296838.0,179805.0,147746.0,136192.0,2016
MONTGOMERY COUNTY,County,TX,2016-01-31,244791.0,156749.0,512930.0,306789.0,198212.0,140410.0,93231.0,2016
GALVESTON COUNTY,County,TX,2016-01-31,194912.0,144611.0,384873.0,260285.0,177614.0,141975.0,96969.0,2016
GALVESTON COUNTY,County,TX,2016-02-29,196453.0,145025.0,386465.0,261891.0,179092.0,143141.0,97326.0,2016
TRINITY COUNTY,County,TX,2016-02-29,92503.0,60607.0,195824.0,143748.0,102299.0,60925.0,49448.0,2016
MONTGOMERY COUNTY,County,TX,2016-02-29,244615.0,156677.0,511746.0,306218.0,198161.0,140032.0,92405.0,2016
HARRIS COUNTY,County,TX,2016-02-29,177130.0,119398.0,354204.0,223558.0,152740.0,108837.0,95635.0,2016
FORT BEND COUNTY,County,TX,2016-02-29,256845.0,180891.0,438984.0,295948.0,179710.0,146964.0,134773.0,2016
HARRIS COUNTY,County,TX,2016-03-31,177743.0,120004.0,354397.0,224077.0,153348.0,109466.0,96449.0,2016
FORT BEND COUNTY,County,TX,2016-03-31,256652.0,180734.0,437584.0,295442.0,179902.0,146916.0,134920.0,2016
MONTGOMERY COUNTY,County,TX,2016-03-31,244361.0,156333.0,510506.0,305499.0,197930.0,139449.0,91875.0,2016
GALVESTON COUNTY,County,TX,2016-03-31,197484.0,145167.0,386933.0,262791.0,180107.0,143799.0,97560.0,2016
TRINITY COUNTY,County,TX,2016-03-31,92998.0,60705.0,196074.0,144221.0,102861.0,61157.0,49657.0,2016
GALVESTON COUNTY,County,TX,2016-04-30,198049.0,145751.0,387261.0,263229.0,180578.0,144300.0,98025.0,2016
MONTGOMERY COUNTY,County,TX,2016-04-30,244624.0,156381.0,510370.0,305520.0,198108.0,139610.0,92193.0,2016
TRINITY COUNTY,County,TX,2016-04-30,93451.0,60427.0,194359.0,143849.0,103237.0,61199.0,49628.0,2016
HARRIS COUNTY,County,TX,2016-04-30,177729.0,120241.0,353507.0,223850.0,153444.0,109633.0,96960.0,2016
FORT BEND COUNTY,County,TX,2016-04-30,257427.0,181074.0,437937.0,295874.0,180968.0,147805.0,135903.0,2016
HARRIS COUNTY,County,TX,2016-05-31,178121.0,120536.0,353127.0,224028.0,153894.0,109983.0,97490.0,2016
FORT BEND COUNTY,County,TX,2016-05-31,258732.0,181815.0,438865.0,296829.0,182414.0,149826.0,139316.0,2016
MONTGOMERY COUNTY,County,TX,2016-05-31,245039.0,156727.0,510806.0,305776.0,198456.0,140178.0,92741.0,2016
GALVESTON COUNTY,County,TX,2016-05-31,198168.0,146236.0,386636.0,263045.0,180705.0,144847.0,98342.0,2016
TRINITY COUNTY,County,TX,2016-05-31,93848.0,60505.0,194186.0,144032.0,103490.0,61320.0,49271.0,2016
HARRIS COUNTY,County,TX,2016-06-30,178792.0,120974.0,353278.0,224558.0,154588.0,110655.0,98237.0,2016
FORT BEND COUNTY,County,TX,2016-06-30,258914.0,182082.0,438342.0,296479.0,183106.0,150980.0,141282.0,2016
MONTGOMERY COUNTY,County,TX,2016-06-30,245272.0,157002.0,511069.0,305743.0,198687.0,140592.0,93151.0,2016
GALVESTON COUNTY,County,TX,2016-06-30,198737.0,146955.0,387350.0,263562.0,181256.0,145868.0,98906.0,2016
TRINITY COUNTY,County,TX,2016-06-30,94231.0,60849.0,193468.0,144265.0,103907.0,61366.0,49024.0,2016
TRINITY COUNTY,County,TX,2016-07-31,94457.0,62188.0,193863.0,144703.0,104083.0,61505.0,48906.0,2016
GALVESTON COUNTY,County,TX,2016-07-31,199024.0,147207.0,387576.0,263704.0,181640.0,146514.0,99215.0,2016
MONTGOMERY COUNTY,County,TX,2016-07-31,245026.0,157199.0,509328.0,305012.0,198509.0,140919.0,93790.0,2016
HARRIS COUNTY,County,TX,2016-07-31,179860.0,121648.0,353831.0,225558.0,155604.0,111555.0,99207.0,2016
FORT BEND COUNTY,County,TX,2016-07-31,258724.0,181754.0,437143.0,295918.0,183359.0,151950.0,143804.0,2016
HARRIS COUNTY,County,TX,2016-08-31,180444.0,121763.0,353793.0,226059.0,156206.0,111829.0,99586.0,2016
FORT BEND COUNTY,County,TX,2016-08-31,258493.0,181312.0,436369.0,295439.0,183618.0,152162.0,144000.0,2016
MONTGOMERY COUNTY,County,TX,2016-08-31,244336.0,157064.0,505670.0,303611.0,198207.0,141022.0,94303.0,2016
GALVESTON COUNTY,County,TX,2016-08-31,199980.0,147878.0,388967.0,264709.0,182506.0,147497.0,99933.0,2016
TRINITY COUNTY,County,TX,2016-08-31,94865.0,63017.0,195634.0,145608.0,104579.0,61648.0,48787.0,2016
TRINITY COUNTY,County,TX,2016-09-30,95283.0,63224.0,198347.0,147500.0,105116.0,61798.0,48617.0,2016
GALVESTON COUNTY,County,TX,2016-09-30,200499.0,147919.0,389310.0,265061.0,182944.0,147857.0,100469.0,2016
MONTGOMERY COUNTY,County,TX,2016-09-30,243837.0,157127.0,502347.0,302527.0,198156.0,141306.0,94564.0,2016
FORT BEND COUNTY,County,TX,2016-09-30,258652.0,181140.0,435916.0,295495.0,184081.0,152573.0,144199.0,2016
HARRIS COUNTY,County,TX,2016-09-30,180951.0,121840.0,353808.0,226493.0,156743.0,112090.0,99721.0,2016
HARRIS COUNTY,County,TX,2016-10-31,181200.0,121676.0,353564.0,226551.0,157084.0,112238.0,99838.0,2016
FORT BEND COUNTY,County,TX,2016-10-31,258831.0,181054.0,435613.0,295545.0,184575.0,152761.0,143419.0,2016
MONTGOMERY COUNTY,County,TX,2016-10-31,243499.0,157240.0,499801.0,301598.0,198255.0,141588.0,95178.0,2016
GALVESTON COUNTY,County,TX,2016-10-31,201099.0,147937.0,389583.0,265610.0,183403.0,148325.0,101057.0,2016
TRINITY COUNTY,County,TX,2016-10-31,95888.0,62926.0,200175.0,149218.0,105902.0,61921.0,48420.0,2016
GALVESTON COUNTY,County,TX,2016-11-30,201332.0,147630.0,389505.0,265822.0,183703.0,148331.0,101345.0,2016
MONTGOMERY COUNTY,County,TX,2016-11-30,243268.0,157402.0,498198.0,300970.0,198191.0,141808.0,95552.0,2016
TRINITY COUNTY,County,TX,2016-11-30,96382.0,62882.0,201249.0,150278.0,106503.0,62086.0,48361.0,2016
HARRIS COUNTY,County,TX,2016-11-30,182152.0,122368.0,354393.0,227425.0,158026.0,113185.0,100740.0,2016
FORT BEND COUNTY,County,TX,2016-11-30,259387.0,181558.0,435640.0,295951.0,185358.0,153404.0,143586.0,2016
HARRIS COUNTY,County,TX,2016-12-31,183218.0,123060.0,355225.0,228426.0,159053.0,114084.0,101715.0,2016
FORT BEND COUNTY,County,TX,2016-12-31,259509.0,181735.0,435253.0,295852.0,185845.0,154210.0,144099.0,2016
MONTGOMERY COUNTY,County,TX,2016-12-31,243573.0,157700.0,497843.0,301004.0,198408.0,142266.0,96273.0,2016
GALVESTON COUNTY,County,TX,2016-12-31,201714.0,147757.0,389605.0,266240.0,184090.0,148689.0,101911.0,2016
TRINITY COUNTY,County,TX,2016-12-31,97040.0,63247.0,202331.0,150825.0,107261.0,62462.0,48508.0,2016
GALVESTON COUNTY,County,TX,2017-01-31,202050.0,148681.0,389803.0,266567.0,184493.0,149087.0,103020.0,2017
MONTGOMERY COUNTY,County,TX,2017-01-31,244364.0,157906.0,497840.0,301730.0,198981.0,142722.0,96900.0,2017
TRINITY COUNTY,County,TX,2017-01-31,97791.0,63933.0,202877.0,150868.0,108170.0,63009.0,49029.0,2017
HARRIS COUNTY,County,TX,2017-01-31,183643.0,123389.0,355180.0,228749.0,159499.0,114464.0,102146.0,2017
FORT BEND COUNTY,County,TX,2017-01-31,259780.0,181848.0,435128.0,295887.0,186468.0,155264.0,145444.0,2017
HARRIS COUNTY,County,TX,2017-02-28,184041.0,123538.0,355030.0,229016.0,159922.0,114764.0,102437.0,2017
FORT BEND COUNTY,County,TX,2017-02-28,260759.0,182226.0,436172.0,296756.0,187550.0,157038.0,148315.0,2017
MONTGOMERY COUNTY,County,TX,2017-02-28,245431.0,158554.0,498368.0,302769.0,199854.0,143295.0,97631.0,2017
GALVESTON COUNTY,County,TX,2017-02-28,202052.0,149064.0,389446.0,266421.0,184492.0,149285.0,104056.0,2017
TRINITY COUNTY,County,TX,2017-02-28,98584.0,64609.0,204815.0,151295.0,109187.0,63597.0,49454.0,2017
HARRIS COUNTY,County,TX,2017-03-31,184565.0,123756.0,355358.0,229407.0,160473.0,115190.0,102598.0,2017
FORT BEND COUNTY,County,TX,2017-03-31,261862.0,183070.0,437385.0,297647.0,188700.0,158383.0,149730.0,2017
MONTGOMERY COUNTY,County,TX,2017-03-31,245880.0,158843.0,497568.0,303110.0,200300.0,143552.0,97659.0,2017
GALVESTON COUNTY,County,TX,2017-03-31,202811.0,149810.0,390390.0,267054.0,185193.0,150110.0,105218.0,2017
TRINITY COUNTY,County,TX,2017-03-31,99106.0,65548.0,206652.0,151869.0,109842.0,63880.0,49890.0,2017
GALVESTON COUNTY,County,TX,2017-04-30,203992.0,150054.0,391735.0,268160.0,186302.0,151260.0,105987.0,2017
MONTGOMERY COUNTY,County,TX,2017-04-30,245505.0,159140.0,495644.0,302272.0,200114.0,143596.0,97781.0,2017
TRINITY COUNTY,County,TX,2017-04-30,99463.0,67337.0,208972.0,152851.0,110307.0,64071.0,50015.0,2017
HARRIS COUNTY,County,TX,2017-04-30,185505.0,124239.0,356163.0,230249.0,161420.0,115975.0,102866.0,2017
FORT BEND COUNTY,County,TX,2017-04-30,262164.0,183503.0,437420.0,297728.0,189139.0,158821.0,148891.0,2017
HARRIS COUNTY,County,TX,2017-05-31,186054.0,124525.0,356459.0,230656.0,162036.0,116554.0,102953.0,2017
FORT BEND COUNTY,County,TX,2017-05-31,261640.0,183598.0,436518.0,296860.0,188959.0,158082.0,146264.0,2017
MONTGOMERY COUNTY,County,TX,2017-05-31,245258.0,159391.0,493836.0,301653.0,200052.0,143774.0,98272.0,2017
GALVESTON COUNTY,County,TX,2017-05-31,205604.0,150655.0,393534.0,269771.0,187848.0,152342.0,106615.0,2017
TRINITY COUNTY,County,TX,2017-05-31,99876.0,67871.0,209166.0,152818.0,110844.0,64258.0,50554.0,2017
GALVESTON COUNTY,County,TX,2017-06-30,206767.0,151114.0,394339.0,270864.0,188999.0,153140.0,107174.0,2017
MONTGOMERY COUNTY,County,TX,2017-06-30,245134.0,159814.0,492190.0,301035.0,200169.0,144006.0,98816.0,2017
TRINITY COUNTY,County,TX,2017-06-30,100242.0,68021.0,209745.0,152840.0,111272.0,64528.0,50953.0,2017
HARRIS COUNTY,County,TX,2017-06-30,186482.0,124807.0,356352.0,230931.0,162535.0,116965.0,103155.0,2017
FORT BEND COUNTY,County,TX,2017-06-30,261846.0,183661.0,436468.0,296834.0,189344.0,157790.0,144867.0,2017
FORT BEND COUNTY,County,TX,2017-07-31,262536.0,184405.0,437364.0,297355.0,190237.0,157955.0,144577.0,2017
MONTGOMERY COUNTY,County,TX,2017-07-31,245744.0,160385.0,492234.0,301389.0,200908.0,144702.0,99547.0,2017
GALVESTON COUNTY,County,TX,2017-07-31,208157.0,151815.0,395688.0,272382.0,190268.0,154020.0,108109.0,2017
TRINITY COUNTY,County,TX,2017-07-31,100583.0,66810.0,210479.0,152772.0,111861.0,64825.0,51467.0,2017
HARRIS COUNTY,County,TX,2017-07-31,186688.0,124946.0,356000.0,230984.0,162828.0,117305.0,103262.0,2017
HARRIS COUNTY,County,TX,2017-08-31,186961.0,125223.0,355864.0,231087.0,163141.0,117839.0,103467.0,2017
FORT BEND COUNTY,County,TX,2017-08-31,262990.0,184633.0,437580.0,297650.0,190821.0,158429.0,145342.0,2017
MONTGOMERY COUNTY,County,TX,2017-08-31,245967.0,160423.0,491838.0,301554.0,201353.0,145087.0,99511.0,2017
GALVESTON COUNTY,County,TX,2017-08-31,209320.0,152052.0,396370.0,273450.0,191469.0,155044.0,109030.0,2017
TRINITY COUNTY,County,TX,2017-08-31,100939.0,66852.0,209331.0,152528.0,112225.0,65029.0,51745.0,2017
GALVESTON COUNTY,County,TX,2017-09-30,210715.0,152342.0,397769.0,274834.0,192883.0,156399.0,109643.0,2017
TRINITY COUNTY,County,TX,2017-09-30,101575.0,67224.0,207352.0,151595.0,112833.0,65604.0,52346.0,2017
MONTGOMERY COUNTY,County,TX,2017-09-30,246114.0,160472.0,491550.0,301768.0,201735.0,145515.0,99950.0,2017
HARRIS COUNTY,County,TX,2017-09-30,187349.0,125423.0,356044.0,231337.0,163566.0,118429.0,103475.0,2017
FORT BEND COUNTY,County,TX,2017-09-30,262756.0,184527.0,437047.0,297252.0,190897.0,158838.0,146803.0,2017
HARRIS COUNTY,County,TX,2017-10-31,187873.0,125764.0,356545.0,231757.0,164076.0,119031.0,103552.0,2017
FORT BEND COUNTY,County,TX,2017-10-31,262682.0,184607.0,436442.0,296950.0,191067.0,159545.0,148766.0,2017
MONTGOMERY COUNTY,County,TX,2017-10-31,246513.0,160495.0,491825.0,302412.0,202243.0,146042.0,99963.0,2017
GALVESTON COUNTY,County,TX,2017-10-31,211666.0,152595.0,398166.0,275468.0,193939.0,157782.0,110108.0,2017
TRINITY COUNTY,County,TX,2017-10-31,102079.0,67856.0,204255.0,150261.0,113048.0,66089.0,53065.0,2017
GALVESTON COUNTY,County,TX,2017-11-30,212662.0,153211.0,399289.0,276244.0,194864.0,159365.0,110860.0,2017
MONTGOMERY COUNTY,County,TX,2017-11-30,248082.0,161436.0,494574.0,304234.0,203552.0,147076.0,100719.0,2017
TRINITY COUNTY,County,TX,2017-11-30,102672.0,68411.0,203302.0,149905.0,113566.0,66572.0,53647.0,2017
HARRIS COUNTY,County,TX,2017-11-30,188314.0,126023.0,356544.0,232003.0,164599.0,119588.0,103671.0,2017
FORT BEND COUNTY,County,TX,2017-11-30,262615.0,184907.0,435870.0,296694.0,191331.0,160213.0,150787.0,2017
HARRIS COUNTY,County,TX,2017-12-31,188678.0,126378.0,356416.0,232139.0,165073.0,120222.0,104030.0,2017
FORT BEND COUNTY,County,TX,2017-12-31,263558.0,186226.0,436732.0,297553.0,192304.0,161050.0,152100.0,2017
MONTGOMERY COUNTY,County,TX,2017-12-31,249070.0,162005.0,496098.0,305199.0,204413.0,147729.0,100836.0,2017
GALVESTON COUNTY,County,TX,2017-12-31,213703.0,153978.0,400507.0,276916.0,195836.0,160652.0,111772.0,2017
TRINITY COUNTY,County,TX,2017-12-31,103271.0,68745.0,202998.0,150485.0,113974.0,66873.0,54057.0,2017
HARRIS COUNTY,County,TX,2018-01-31,189251.0,126741.0,356531.0,232553.0,165768.0,120725.0,104486.0,2018
FORT BEND COUNTY,County,TX,2018-01-31,264332.0,187021.0,437534.0,298309.0,193138.0,161742.0,153123.0,2018
MONTGOMERY COUNTY,County,TX,2018-01-31,249096.0,162260.0,496579.0,304918.0,204620.0,147960.0,101162.0,2018
GALVESTON COUNTY,County,TX,2018-01-31,214067.0,153674.0,401506.0,277152.0,196047.0,160783.0,111488.0,2018
TRINITY COUNTY,County,TX,2018-01-31,103710.0,69003.0,200289.0,150460.0,114146.0,67116.0,54055.0,2018
TRINITY COUNTY,County,TX,2018-02-28,103837.0,69570.0,197586.0,150117.0,113890.0,67425.0,54239.0,2018
MONTGOMERY COUNTY,County,TX,2018-02-28,248203.0,162041.0,495057.0,303536.0,204244.0,147808.0,101330.0,2018
GALVESTON COUNTY,County,TX,2018-02-28,214998.0,154117.0,403107.0,278107.0,196852.0,161123.0,111406.0,2018
HARRIS COUNTY,County,TX,2018-02-28,189813.0,127002.0,356784.0,232969.0,166421.0,121133.0,104736.0,2018
FORT BEND COUNTY,County,TX,2018-02-28,264604.0,187090.0,437439.0,298544.0,193606.0,162063.0,153295.0,2018
HARRIS COUNTY,County,TX,2018-03-31,190525.0,127389.0,357200.0,233623.0,167186.0,121657.0,105123.0,2018
FORT BEND COUNTY,County,TX,2018-03-31,264315.0,186149.0,436722.0,298220.0,193689.0,162058.0,153199.0,2018
MONTGOMERY COUNTY,County,TX,2018-03-31,248466.0,162543.0,496027.0,303568.0,204838.0,148398.0,102371.0,2018
GALVESTON COUNTY,County,TX,2018-03-31,215342.0,154037.0,403412.0,278654.0,197079.0,160895.0,111290.0,2018
TRINITY COUNTY,County,TX,2018-03-31,104075.0,70018.0,194548.0,149701.0,113828.0,67893.0,54591.0,2018
TRINITY COUNTY,County,TX,2018-04-30,104645.0,69568.0,194844.0,150401.0,114275.0,68405.0,55276.0,2018
GALVESTON COUNTY,County,TX,2018-04-30,216459.0,154736.0,404117.0,279994.0,198126.0,161559.0,112311.0,2018
MONTGOMERY COUNTY,County,TX,2018-04-30,249417.0,163260.0,497448.0,304617.0,205997.0,149166.0,103078.0,2018
FORT BEND COUNTY,County,TX,2018-04-30,264704.0,185863.0,436771.0,298646.0,194335.0,162447.0,154314.0,2018
HARRIS COUNTY,County,TX,2018-04-30,191614.0,128050.0,358215.0,234676.0,168229.0,122625.0,105856.0,2018
HARRIS COUNTY,County,TX,2018-05-31,192775.0,128842.0,359420.0,235780.0,169364.0,123681.0,106667.0,2018
FORT BEND COUNTY,County,TX,2018-05-31,265516.0,186098.0,437455.0,299496.0,195306.0,163386.0,155751.0,2018
MONTGOMERY COUNTY,County,TX,2018-05-31,250591.0,163949.0,498399.0,305742.0,207248.0,149896.0,103649.0,2018
GALVESTON COUNTY,County,TX,2018-05-31,217453.0,155083.0,404263.0,281312.0,199015.0,162309.0,113340.0,2018
TRINITY COUNTY,County,TX,2018-05-31,105113.0,69079.0,195404.0,151110.0,114618.0,68632.0,55561.0,2018
GALVESTON COUNTY,County,TX,2018-06-30,218421.0,155088.0,404280.0,282430.0,199907.0,163095.0,114096.0,2018
MONTGOMERY COUNTY,County,TX,2018-06-30,251344.0,164152.0,498446.0,306758.0,207997.0,150358.0,103979.0,2018
TRINITY COUNTY,County,TX,2018-06-30,105572.0,68830.0,196097.0,152088.0,115073.0,68622.0,55441.0,2018
HARRIS COUNTY,County,TX,2018-06-30,193799.0,129423.0,360397.0,236699.0,170368.0,124660.0,107159.0,2018
FORT BEND COUNTY,County,TX,2018-06-30,266129.0,186055.0,437745.0,300138.0,196049.0,164613.0,157978.0,2018
HARRIS COUNTY,County,TX,2018-07-31,194612.0,129942.0,361211.0,237268.0,171245.0,125622.0,107620.0,2018
FORT BEND COUNTY,County,TX,2018-07-31,266226.0,186116.0,437148.0,300089.0,196351.0,165785.0,159180.0,2018
MONTGOMERY COUNTY,County,TX,2018-07-31,252085.0,164565.0,498335.0,307571.0,208755.0,150993.0,104651.0,2018
GALVESTON COUNTY,County,TX,2018-07-31,219098.0,155152.0,403598.0,282958.0,200582.0,163855.0,114366.0,2018
TRINITY COUNTY,County,TX,2018-07-31,105955.0,69222.0,196074.0,152599.0,115420.0,68601.0,55465.0,2018
GALVESTON COUNTY,County,TX,2018-08-31,219783.0,155392.0,403218.0,283472.0,201204.0,164838.0,114848.0,2018
MONTGOMERY COUNTY,County,TX,2018-08-31,253415.0,165593.0,500536.0,309110.0,209873.0,152174.0,105681.0,2018
TRINITY COUNTY,County,TX,2018-08-31,106094.0,69169.0,197338.0,153276.0,115850.0,68834.0,55788.0,2018
HARRIS COUNTY,County,TX,2018-08-31,195626.0,130520.0,362207.0,238226.0,172243.0,126570.0,108055.0,2018
FORT BEND COUNTY,County,TX,2018-08-31,266679.0,186796.0,437151.0,300396.0,196968.0,167134.0,159968.0,2018
HARRIS COUNTY,County,TX,2018-09-30,196573.0,131176.0,362982.0,239052.0,173179.0,127435.0,108633.0,2018
FORT BEND COUNTY,County,TX,2018-09-30,267494.0,187890.0,437576.0,301003.0,197970.0,168269.0,159662.0,2018
MONTGOMERY COUNTY,County,TX,2018-09-30,254665.0,166462.0,502539.0,310352.0,210845.0,153046.0,106074.0,2018
GALVESTON COUNTY,County,TX,2018-09-30,220405.0,156265.0,402406.0,283898.0,201953.0,165813.0,115865.0,2018
TRINITY COUNTY,County,TX,2018-09-30,106068.0,69485.0,199592.0,153614.0,116003.0,69177.0,56401.0,2018
HARRIS COUNTY,County,TX,2018-10-31,197317.0,131597.0,363358.0,239663.0,173952.0,128083.0,108712.0,2018
FORT BEND COUNTY,County,TX,2018-10-31,268161.0,188379.0,438040.0,301615.0,198798.0,168788.0,158663.0,2018
MONTGOMERY COUNTY,County,TX,2018-10-31,255601.0,167302.0,503719.0,311259.0,211566.0,153490.0,106425.0,2018
GALVESTON COUNTY,County,TX,2018-10-31,221210.0,157097.0,402778.0,284532.0,202849.0,166646.0,117065.0,2018
TRINITY COUNTY,County,TX,2018-10-31,105991.0,69675.0,201839.0,154225.0,116089.0,69530.0,56600.0,2018
GALVESTON COUNTY,County,TX,2018-11-30,221268.0,157540.0,401601.0,284092.0,203182.0,166719.0,117760.0,2018
MONTGOMERY COUNTY,County,TX,2018-11-30,255466.0,167220.0,501488.0,310843.0,211451.0,153276.0,106328.0,2018
TRINITY COUNTY,County,TX,2018-11-30,106168.0,69687.0,202687.0,154910.0,116318.0,69990.0,57040.0,2018
HARRIS COUNTY,County,TX,2018-11-30,197900.0,131808.0,363744.0,239995.0,174544.0,128888.0,108838.0,2018
FORT BEND COUNTY,County,TX,2018-11-30,268468.0,187594.0,438102.0,301866.0,199232.0,168732.0,158209.0,2018
HARRIS COUNTY,County,TX,2018-12-31,198556.0,132016.0,364436.0,240469.0,175200.0,129745.0,109080.0,2018
FORT BEND COUNTY,County,TX,2018-12-31,268092.0,186503.0,436895.0,301336.0,199156.0,168713.0,159668.0,2018
MONTGOMERY COUNTY,County,TX,2018-12-31,255207.0,167297.0,499010.0,310445.0,211349.0,153391.0,106745.0,2018
GALVESTON COUNTY,County,TX,2018-12-31,221950.0,158229.0,401858.0,284719.0,203895.0,167341.0,118612.0,2018
TRINITY COUNTY,County,TX,2018-12-31,106266.0,69308.0,201546.0,154865.0,116539.0,70243.0,57492.0,2018
GALVESTON COUNTY,County,TX,2019-01-31,223402.0,159551.0,402882.0,286496.0,205289.0,168696.0,120253.0,2019
MONTGOMERY COUNTY,County,TX,2019-01-31,255491.0,167660.0,496882.0,310560.0,211571.0,154230.0,107612.0,2019
TRINITY COUNTY,County,TX,2019-01-31,106528.0,68778.0,202563.0,155528.0,116939.0,70508.0,58105.0,2019
HARRIS COUNTY,County,TX,2019-01-31,199706.0,132588.0,365884.0,241549.0,176267.0,131135.0,109800.0,2019
FORT BEND COUNTY,County,TX,2019-01-31,268448.0,186580.0,436655.0,301470.0,199798.0,169357.0,161493.0,2019
FORT BEND COUNTY,County,TX,2019-02-28,268822.0,187510.0,436323.0,301561.0,200561.0,169916.0,161946.0,2019
MONTGOMERY COUNTY,County,TX,2019-02-28,256071.0,167888.0,496612.0,311371.0,211985.0,155279.0,108298.0,2019
GALVESTON COUNTY,County,TX,2019-02-28,225419.0,161152.0,404722.0,289032.0,207084.0,170476.0,122232.0,2019
TRINITY COUNTY,County,TX,2019-02-28,107080.0,68054.0,202802.0,155717.0,117451.0,70655.0,58136.0,2019
HARRIS COUNTY,County,TX,2019-02-28,200541.0,133120.0,366717.0,242269.0,177123.0,132250.0,110454.0,2019
HARRIS COUNTY,County,TX,2019-03-31,201055.0,133339.0,366951.0,242570.0,177662.0,133190.0,110858.0,2019
FORT BEND COUNTY,County,TX,2019-03-31,269351.0,189163.0,435719.0,301814.0,201439.0,170554.0,161653.0,2019
MONTGOMERY COUNTY,County,TX,2019-03-31,256752.0,168191.0,496713.0,312079.0,212542.0,156097.0,108688.0,2019
GALVESTON COUNTY,County,TX,2019-03-31,227309.0,162727.0,406853.0,291106.0,208872.0,172239.0,123827.0,2019
TRINITY COUNTY,County,TX,2019-03-31,107905.0,67575.0,204589.0,156885.0,118304.0,71041.0,58047.0,2019
GALVESTON COUNTY,County,TX,2019-04-30,228013.0,163597.0,407449.0,291620.0,209589.0,172960.0,124401.0,2019
TRINITY COUNTY,County,TX,2019-04-30,108654.0,67920.0,203958.0,157243.0,119026.0,71536.0,57987.0,2019
MONTGOMERY COUNTY,County,TX,2019-04-30,257230.0,168370.0,497529.0,312574.0,212929.0,156703.0,108799.0,2019
HARRIS COUNTY,County,TX,2019-04-30,200964.0,133182.0,366384.0,242191.0,177655.0,133657.0,111004.0,2019
FORT BEND COUNTY,County,TX,2019-04-30,268814.0,189885.0,434213.0,300983.0,201363.0,170765.0,161666.0,2019
HARRIS COUNTY,County,TX,2019-05-31,201363.0,133151.0,366618.0,242463.0,178022.0,134364.0,111251.0,2019
FORT BEND COUNTY,County,TX,2019-05-31,268569.0,190461.0,432910.0,300510.0,201522.0,171284.0,162243.0,2019
MONTGOMERY COUNTY,County,TX,2019-05-31,258231.0,169371.0,500502.0,314033.0,213821.0,157517.0,109368.0,2019
GALVESTON COUNTY,County,TX,2019-05-31,228209.0,164177.0,408665.0,291648.0,209838.0,173263.0,124409.0,2019
